"","LHD","EFm","County","long","lat","group","order","region"
"307","Central Utah",15.5870820318156,"wayne",-111.297050476074,38.5027618408203,28,1352,"utah"
"308","Central Utah",15.5870820318156,"wayne",-110.013626098633,38.4970321655273,28,1353,"utah"
"309","Central Utah",15.5870820318156,"wayne",-110.002166748047,38.4855766296387,28,1354,"utah"
"310","Central Utah",15.5870820318156,"wayne",-110.019355773926,38.4741172790527,28,1355,"utah"
"311","Central Utah",15.5870820318156,"wayne",-110.048004150391,38.4569244384766,28,1356,"utah"
"312","Central Utah",15.5870820318156,"wayne",-110.002166748047,38.428279876709,28,1357,"utah"
"313","Central Utah",15.5870820318156,"wayne",-110.019355773926,38.4053611755371,28,1358,"utah"
"314","Central Utah",15.5870820318156,"wayne",-110.013626098633,38.3881721496582,28,1359,"utah"
"315","Central Utah",15.5870820318156,"wayne",-109.973518371582,38.3824424743652,28,1360,"utah"
"316","Central Utah",15.5870820318156,"wayne",-109.973518371582,38.3537940979004,28,1361,"utah"
"317","Central Utah",15.5870820318156,"wayne",-109.95059967041,38.3423347473145,28,1362,"utah"
"318","Central Utah",15.5870820318156,"wayne",-109.962059020996,38.3308792114258,28,1363,"utah"
"319","Central Utah",15.5870820318156,"wayne",-109.939140319824,38.2735786437988,28,1364,"utah"
"320","Central Utah",15.5870820318156,"wayne",-109.910491943359,38.2678527832031,28,1365,"utah"
"321","Central Utah",15.5870820318156,"wayne",-109.910491943359,38.2449340820312,28,1366,"utah"
"322","Central Utah",15.5870820318156,"wayne",-109.89330291748,38.2334747314453,28,1367,"utah"
"323","Central Utah",15.5870820318156,"wayne",-109.904762268066,38.2220153808594,28,1368,"utah"
"324","Central Utah",15.5870820318156,"wayne",-109.887573242188,38.1990966796875,28,1369,"utah"
"325","Central Utah",15.5870820318156,"wayne",-109.89330291748,38.1761779785156,28,1370,"utah"
"326","Central Utah",15.5870820318156,"wayne",-109.910491943359,38.1704483032227,28,1371,"utah"
"327","Central Utah",15.5870820318156,"wayne",-109.927680969238,38.1532592773438,28,1372,"utah"
"328","Central Utah",15.5870820318156,"wayne",-110.769927978516,38.1589889526367,28,1373,"utah"
"329","Central Utah",15.5870820318156,"wayne",-111.400184631348,38.1589889526367,28,1374,"utah"
"330","Central Utah",15.5870820318156,"wayne",-111.400184631348,38.1417999267578,28,1375,"utah"
"331","Central Utah",15.5870820318156,"wayne",-111.612174987793,38.1417999267578,28,1376,"utah"
"332","Central Utah",15.5870820318156,"wayne",-111.612174987793,38.1589889526367,28,1377,"utah"
"333","Central Utah",15.5870820318156,"wayne",-111.852821350098,38.1589889526367,28,1378,"utah"
"334","Central Utah",15.5870820318156,"wayne",-111.852821350098,38.2277450561523,28,1379,"utah"
"335","Central Utah",15.5870820318156,"wayne",-111.852821350098,38.428279876709,28,1380,"utah"
"336","Central Utah",15.5870820318156,"wayne",-111.812713623047,38.4454689025879,28,1381,"utah"
"337","Central Utah",15.5870820318156,"wayne",-111.784065246582,38.4741172790527,28,1382,"utah"
"338","Central Utah",15.5870820318156,"wayne",-111.715309143066,38.5027618408203,28,1383,"utah"
"339","Davis County",-5.69269717263557,"davis",-112.248161315918,40.7774085998535,6,191,"utah"
"340","Davis County",-5.69269717263557,"davis",-112.488800048828,41.0868034362793,6,192,"utah"
"341","Davis County",-5.69269717263557,"davis",-112.173675537109,41.144100189209,6,193,"utah"
"342","Davis County",-5.69269717263557,"davis",-112.001792907715,41.144100189209,6,194,"utah"
"343","Davis County",-5.69269717263557,"davis",-111.978866577148,41.144100189209,6,195,"utah"
"344","Davis County",-5.69269717263557,"davis",-111.961685180664,41.1326370239258,6,196,"utah"
"345","Davis County",-5.69269717263557,"davis",-111.870010375977,41.1326370239258,6,197,"utah"
"346","Davis County",-5.69269717263557,"davis",-111.858551025391,41.1039924621582,6,198,"utah"
"347","Davis County",-5.69269717263557,"davis",-111.847091674805,41.0409660339355,6,199,"utah"
"348","Davis County",-5.69269717263557,"davis",-111.81844329834,40.9836730957031,6,200,"utah"
"349","Davis County",-5.69269717263557,"davis",-111.847091674805,40.9722099304199,6,201,"utah"
"350","Davis County",-5.69269717263557,"davis",-111.847091674805,40.966480255127,6,202,"utah"
"351","Davis County",-5.69269717263557,"davis",-111.789794921875,40.9034576416016,6,203,"utah"
"352","Davis County",-5.69269717263557,"davis",-111.778335571289,40.8576202392578,6,204,"utah"
"353","Davis County",-5.69269717263557,"davis",-111.81844329834,40.8461608886719,6,205,"utah"
"354","Davis County",-5.69269717263557,"davis",-111.887199401855,40.828971862793,6,206,"utah"
"355","Davis County",-5.69269717263557,"davis",-111.950225830078,40.8404350280762,6,207,"utah"
"356","Davis County",-5.69269717263557,"davis",-111.97314453125,40.8576202392578,6,208,"utah"
"357","Davis County",-5.69269717263557,"davis",-111.97314453125,40.9149169921875,6,209,"utah"
"358","Davis County",-5.69269717263557,"davis",-112.024703979492,40.9378356933594,6,210,"utah"
"359","Davis County",-5.69269717263557,"davis",-112.064811706543,40.9263725280762,6,211,"utah"
"360","Davis County",-5.69269717263557,"davis",-112.150756835938,40.8690795898438,6,212,"utah"
"361","Davis County",-5.69269717263557,"davis",-112.202323913574,40.8060531616211,6,213,"utah"
"362","Davis County",-5.69269717263557,"davis",-112.248161315918,40.7774085998535,6,214,"utah"
"363","Salt Lake County",1.86658415710479,"salt lake",-112.248161315918,40.7774085998535,18,812,"utah"
"364","Salt Lake County",1.86658415710479,"salt lake",-112.202323913574,40.8060531616211,18,813,"utah"
"365","Salt Lake County",1.86658415710479,"salt lake",-112.150756835938,40.8690795898438,18,814,"utah"
"366","Salt Lake County",1.86658415710479,"salt lake",-112.064811706543,40.9263725280762,18,815,"utah"
"367","Salt Lake County",1.86658415710479,"salt lake",-112.024703979492,40.9378356933594,18,816,"utah"
"368","Salt Lake County",1.86658415710479,"salt lake",-111.97314453125,40.9149169921875,18,817,"utah"
"369","Salt Lake County",1.86658415710479,"salt lake",-111.97314453125,40.8576202392578,18,818,"utah"
"370","Salt Lake County",1.86658415710479,"salt lake",-111.950225830078,40.8404350280762,18,819,"utah"
"371","Salt Lake County",1.86658415710479,"salt lake",-111.887199401855,40.828971862793,18,820,"utah"
"372","Salt Lake County",1.86658415710479,"salt lake",-111.81844329834,40.8461608886719,18,821,"utah"
"373","Salt Lake County",1.86658415710479,"salt lake",-111.778335571289,40.8576202392578,18,822,"utah"
"374","Salt Lake County",1.86658415710479,"salt lake",-111.749687194824,40.8576202392578,18,823,"utah"
"375","Salt Lake County",1.86658415710479,"salt lake",-111.709579467773,40.8576202392578,18,824,"utah"
"376","Salt Lake County",1.86658415710479,"salt lake",-111.658012390137,40.8347015380859,18,825,"utah"
"377","Salt Lake County",1.86658415710479,"salt lake",-111.646560668945,40.8117828369141,18,826,"utah"
"378","Salt Lake County",1.86658415710479,"salt lake",-111.640830993652,40.7945976257324,18,827,"utah"
"379","Salt Lake County",1.86658415710479,"salt lake",-111.640830993652,40.7774085998535,18,828,"utah"
"380","Salt Lake County",1.86658415710479,"salt lake",-111.606452941895,40.7143821716309,18,829,"utah"
"381","Salt Lake County",1.86658415710479,"salt lake",-111.600723266602,40.6685447692871,18,830,"utah"
"382","Salt Lake County",1.86658415710479,"salt lake",-111.572067260742,40.6169776916504,18,831,"utah"
"383","Salt Lake County",1.86658415710479,"salt lake",-111.566337585449,40.6055183410645,18,832,"utah"
"384","Salt Lake County",1.86658415710479,"salt lake",-111.594993591309,40.5768699645996,18,833,"utah"
"385","Salt Lake County",1.86658415710479,"salt lake",-111.646560668945,40.5654106140137,18,834,"utah"
"386","Salt Lake County",1.86658415710479,"salt lake",-111.698120117188,40.5424919128418,18,835,"utah"
"387","Salt Lake County",1.86658415710479,"salt lake",-111.732498168945,40.5367622375488,18,836,"utah"
"388","Salt Lake County",1.86658415710479,"salt lake",-111.835632324219,40.5023880004883,18,837,"utah"
"389","Salt Lake County",1.86658415710479,"salt lake",-111.904388427734,40.4508171081543,18,838,"utah"
"390","Salt Lake County",1.86658415710479,"salt lake",-112.013252258301,40.4393615722656,18,839,"utah"
"391","Salt Lake County",1.86658415710479,"salt lake",-112.024703979492,40.4737358093262,18,840,"utah"
"392","Salt Lake County",1.86658415710479,"salt lake",-112.041900634766,40.4737358093262,18,841,"utah"
"393","Salt Lake County",1.86658415710479,"salt lake",-112.053359985352,40.4622802734375,18,842,"utah"
"394","Salt Lake County",1.86658415710479,"salt lake",-112.104919433594,40.4508171081543,18,843,"utah"
"395","Salt Lake County",1.86658415710479,"salt lake",-112.133575439453,40.4794692993164,18,844,"utah"
"396","Salt Lake County",1.86658415710479,"salt lake",-112.15648651123,40.4737358093262,18,845,"utah"
"397","Salt Lake County",1.86658415710479,"salt lake",-112.179412841797,40.4794692993164,18,846,"utah"
"398","Salt Lake County",1.86658415710479,"salt lake",-112.196594238281,40.5654106140137,18,847,"utah"
"399","Salt Lake County",1.86658415710479,"salt lake",-112.167945861816,40.6055183410645,18,848,"utah"
"400","Salt Lake County",1.86658415710479,"salt lake",-112.196594238281,40.6398963928223,18,849,"utah"
"401","Salt Lake County",1.86658415710479,"salt lake",-112.196594238281,40.7029228210449,18,850,"utah"
"402","Salt Lake County",1.86658415710479,"salt lake",-112.21378326416,40.7373008728027,18,851,"utah"
"403","Salt Lake County",1.86658415710479,"salt lake",-112.248161315918,40.7774085998535,18,852,"utah"
"404","San Juan",-11.0472125017584,"san juan",-110.75846862793,36.9958839416504,19,854,"utah"
"405","San Juan",-11.0472125017584,"san juan",-110.844413757324,37.0016136169434,19,855,"utah"
"406","San Juan",-11.0472125017584,"san juan",-111.125160217285,36.9958839416504,19,856,"utah"
"407","San Juan",-11.0472125017584,"san juan",-111.25121307373,36.9958839416504,19,857,"utah"
"408","San Juan",-11.0472125017584,"san juan",-111.319969177246,37.0016136169434,19,858,"utah"
"409","San Juan",-11.0472125017584,"san juan",-111.297050476074,37.0359916687012,19,859,"utah"
"410","San Juan",-11.0472125017584,"san juan",-111.297050476074,37.0531806945801,19,860,"utah"
"411","San Juan",-11.0472125017584,"san juan",-111.274139404297,37.0531806945801,19,861,"utah"
"412","San Juan",-11.0472125017584,"san juan",-111.256942749023,37.0302619934082,19,862,"utah"
"413","San Juan",-11.0472125017584,"san juan",-111.234031677246,37.0245323181152,19,863,"utah"
"414","San Juan",-11.0472125017584,"san juan",-111.245483398438,37.058910369873,19,864,"utah"
"415","San Juan",-11.0472125017584,"san juan",-111.21110534668,37.058910369873,19,865,"utah"
"416","San Juan",-11.0472125017584,"san juan",-111.176727294922,37.0932884216309,19,866,"utah"
"417","San Juan",-11.0472125017584,"san juan",-111.130889892578,37.0875587463379,19,867,"utah"
"418","San Juan",-11.0472125017584,"san juan",-111.102249145508,37.0990142822266,19,868,"utah"
"419","San Juan",-11.0472125017584,"san juan",-111.039215087891,37.0818290710449,19,869,"utah"
"420","San Juan",-11.0472125017584,"san juan",-110.976196289062,37.0990142822266,19,870,"utah"
"421","San Juan",-11.0472125017584,"san juan",-110.918899536133,37.1677703857422,19,871,"utah"
"422","San Juan",-11.0472125017584,"san juan",-110.890251159668,37.1563148498535,19,872,"utah"
"423","San Juan",-11.0472125017584,"san juan",-110.884521484375,37.1849594116211,19,873,"utah"
"424","San Juan",-11.0472125017584,"san juan",-110.884521484375,37.2307968139648,19,874,"utah"
"425","San Juan",-11.0472125017584,"san juan",-110.861602783203,37.2537155151367,19,875,"utah"
"426","San Juan",-11.0472125017584,"san juan",-110.850143432617,37.2709045410156,19,876,"utah"
"427","San Juan",-11.0472125017584,"san juan",-110.832954406738,37.2766342163086,19,877,"utah"
"428","San Juan",-11.0472125017584,"san juan",-110.85587310791,37.3224716186523,19,878,"utah"
"429","San Juan",-11.0472125017584,"san juan",-110.844413757324,37.3339309692383,19,879,"utah"
"430","San Juan",-11.0472125017584,"san juan",-110.764198303223,37.3167419433594,19,880,"utah"
"431","San Juan",-11.0472125017584,"san juan",-110.718360900879,37.345386505127,19,881,"utah"
"432","San Juan",-11.0472125017584,"san juan",-110.741287231445,37.3912239074707,19,882,"utah"
"433","San Juan",-11.0472125017584,"san juan",-110.712631225586,37.3912239074707,19,883,"utah"
"434","San Juan",-11.0472125017584,"san juan",-110.689720153809,37.4084129333496,19,884,"utah"
"435","San Juan",-11.0472125017584,"san juan",-110.729827880859,37.4485206604004,19,885,"utah"
"436","San Juan",-11.0472125017584,"san juan",-110.695449829102,37.4771690368652,19,886,"utah"
"437","San Juan",-11.0472125017584,"san juan",-110.643882751465,37.4714393615723,19,887,"utah"
"438","San Juan",-11.0472125017584,"san juan",-110.632415771484,37.4828987121582,19,888,"utah"
"439","San Juan",-11.0472125017584,"san juan",-110.661064147949,37.5000877380371,19,889,"utah"
"440","San Juan",-11.0472125017584,"san juan",-110.643882751465,37.5344657897949,19,890,"utah"
"441","San Juan",-11.0472125017584,"san juan",-110.620956420898,37.5516510009766,19,891,"utah"
"442","San Juan",-11.0472125017584,"san juan",-110.592315673828,37.5803031921387,19,892,"utah"
"443","San Juan",-11.0472125017584,"san juan",-110.569396972656,37.5917587280273,19,893,"utah"
"444","San Juan",-11.0472125017584,"san juan",-110.55793762207,37.6089515686035,19,894,"utah"
"445","San Juan",-11.0472125017584,"san juan",-110.512100219727,37.6204071044922,19,895,"utah"
"446","San Juan",-11.0472125017584,"san juan",-110.512100219727,37.6433258056641,19,896,"utah"
"447","San Juan",-11.0472125017584,"san juan",-110.483451843262,37.6490592956543,19,897,"utah"
"448","San Juan",-11.0472125017584,"san juan",-110.477722167969,37.6777038574219,19,898,"utah"
"449","San Juan",-11.0472125017584,"san juan",-110.466262817383,37.7063522338867,19,899,"utah"
"450","San Juan",-11.0472125017584,"san juan",-110.443344116211,37.7235412597656,19,900,"utah"
"451","San Juan",-11.0472125017584,"san juan",-110.437614440918,37.7350006103516,19,901,"utah"
"452","San Juan",-11.0472125017584,"san juan",-110.414695739746,37.7464599609375,19,902,"utah"
"453","San Juan",-11.0472125017584,"san juan",-110.420425415039,37.7636489868164,19,903,"utah"
"454","San Juan",-11.0472125017584,"san juan",-110.437614440918,37.7636489868164,19,904,"utah"
"455","San Juan",-11.0472125017584,"san juan",-110.449073791504,37.7751083374023,19,905,"utah"
"456","San Juan",-11.0472125017584,"san juan",-110.443344116211,37.7922973632812,19,906,"utah"
"457","San Juan",-11.0472125017584,"san juan",-110.420425415039,37.8094863891602,19,907,"utah"
"458","San Juan",-11.0472125017584,"san juan",-110.414695739746,37.832405090332,19,908,"utah"
"459","San Juan",-11.0472125017584,"san juan",-110.391777038574,37.8438606262207,19,909,"utah"
"460","San Juan",-11.0472125017584,"san juan",-110.391777038574,37.8610496520996,19,910,"utah"
"461","San Juan",-11.0472125017584,"san juan",-110.380317687988,37.8782386779785,19,911,"utah"
"462","San Juan",-11.0472125017584,"san juan",-110.30583190918,37.8725128173828,19,912,"utah"
"463","San Juan",-11.0472125017584,"san juan",-110.294372558594,37.8667793273926,19,913,"utah"
"464","San Juan",-11.0472125017584,"san juan",-110.282920837402,37.8495941162109,19,914,"utah"
"465","San Juan",-11.0472125017584,"san juan",-110.271453857422,37.8610496520996,19,915,"utah"
"466","San Juan",-11.0472125017584,"san juan",-110.265724182129,37.8725128173828,19,916,"utah"
"467","San Juan",-11.0472125017584,"san juan",-110.254264831543,37.8839683532715,19,917,"utah"
"468","San Juan",-11.0472125017584,"san juan",-110.231353759766,37.8782386779785,19,918,"utah"
"469","San Juan",-11.0472125017584,"san juan",-110.208427429199,37.8839683532715,19,919,"utah"
"470","San Juan",-11.0472125017584,"san juan",-110.191246032715,37.9011573791504,19,920,"utah"
"471","San Juan",-11.0472125017584,"san juan",-110.191246032715,37.9355354309082,19,921,"utah"
"472","San Juan",-11.0472125017584,"san juan",-110.133941650391,37.9813690185547,19,922,"utah"
"473","San Juan",-11.0472125017584,"san juan",-110.116760253906,37.9871025085449,19,923,"utah"
"474","San Juan",-11.0472125017584,"san juan",-110.099571228027,37.9871025085449,19,924,"utah"
"475","San Juan",-11.0472125017584,"san juan",-110.082382202148,37.9871025085449,19,925,"utah"
"476","San Juan",-11.0472125017584,"san juan",-110.070922851562,37.9985618591309,19,926,"utah"
"477","San Juan",-11.0472125017584,"san juan",-110.06519317627,38.0157508850098,19,927,"utah"
"478","San Juan",-11.0472125017584,"san juan",-110.053733825684,38.0272064208984,19,928,"utah"
"479","San Juan",-11.0472125017584,"san juan",-110.042274475098,38.0443954467773,19,929,"utah"
"480","San Juan",-11.0472125017584,"san juan",-110.042274475098,38.0673141479492,19,930,"utah"
"481","San Juan",-11.0472125017584,"san juan",-110.019355773926,38.0845031738281,19,931,"utah"
"482","San Juan",-11.0472125017584,"san juan",-110.00789642334,38.0959625244141,19,932,"utah"
"483","San Juan",-11.0472125017584,"san juan",-109.979248046875,38.0845031738281,19,933,"utah"
"484","San Juan",-11.0472125017584,"san juan",-109.962059020996,38.107421875,19,934,"utah"
"485","San Juan",-11.0472125017584,"san juan",-109.944869995117,38.1303405761719,19,935,"utah"
"486","San Juan",-11.0472125017584,"san juan",-109.927680969238,38.1532592773438,19,936,"utah"
"487","San Juan",-11.0472125017584,"san juan",-109.910491943359,38.1704483032227,19,937,"utah"
"488","San Juan",-11.0472125017584,"san juan",-109.89330291748,38.1761779785156,19,938,"utah"
"489","San Juan",-11.0472125017584,"san juan",-109.887573242188,38.1990966796875,19,939,"utah"
"490","San Juan",-11.0472125017584,"san juan",-109.904762268066,38.2220153808594,19,940,"utah"
"491","San Juan",-11.0472125017584,"san juan",-109.89330291748,38.2334747314453,19,941,"utah"
"492","San Juan",-11.0472125017584,"san juan",-109.910491943359,38.2449340820312,19,942,"utah"
"493","San Juan",-11.0472125017584,"san juan",-109.910491943359,38.2678527832031,19,943,"utah"
"494","San Juan",-11.0472125017584,"san juan",-109.939140319824,38.2735786437988,19,944,"utah"
"495","San Juan",-11.0472125017584,"san juan",-109.962059020996,38.3308792114258,19,945,"utah"
"496","San Juan",-11.0472125017584,"san juan",-109.95059967041,38.3423347473145,19,946,"utah"
"497","San Juan",-11.0472125017584,"san juan",-109.973518371582,38.3537940979004,19,947,"utah"
"498","San Juan",-11.0472125017584,"san juan",-109.973518371582,38.3824424743652,19,948,"utah"
"499","San Juan",-11.0472125017584,"san juan",-110.013626098633,38.3881721496582,19,949,"utah"
"500","San Juan",-11.0472125017584,"san juan",-110.019355773926,38.4053611755371,19,950,"utah"
"501","San Juan",-11.0472125017584,"san juan",-110.002166748047,38.428279876709,19,951,"utah"
"502","San Juan",-11.0472125017584,"san juan",-110.048004150391,38.4569244384766,19,952,"utah"
"503","San Juan",-11.0472125017584,"san juan",-110.019355773926,38.4741172790527,19,953,"utah"
"504","San Juan",-11.0472125017584,"san juan",-110.002166748047,38.4855766296387,19,954,"utah"
"505","San Juan",-11.0472125017584,"san juan",-110.013626098633,38.4970321655273,19,955,"utah"
"506","San Juan",-11.0472125017584,"san juan",-109.056785583496,38.5084953308105,19,956,"utah"
"507","San Juan",-11.0472125017584,"san juan",-109.051063537598,38.1532592773438,19,957,"utah"
"508","San Juan",-11.0472125017584,"san juan",-109.04532623291,37.8667793273926,19,958,"utah"
"509","San Juan",-11.0472125017584,"san juan",-109.051063537598,37.6318664550781,19,959,"utah"
"510","San Juan",-11.0472125017584,"san juan",-109.039596557617,36.9958839416504,19,960,"utah"
"511","San Juan",-11.0472125017584,"san juan",-109.148460388184,36.9958839416504,19,961,"utah"
"512","San Juan",-11.0472125017584,"san juan",-109.41202545166,36.9958839416504,19,962,"utah"
"513","San Juan",-11.0472125017584,"san juan",-109.715682983398,36.9958839416504,19,963,"utah"
"514","San Juan",-11.0472125017584,"san juan",-109.933410644531,36.9958839416504,19,964,"utah"
"515","San Juan",-11.0472125017584,"san juan",-110.00789642334,37.0016136169434,19,965,"utah"
"516","San Juan",-11.0472125017584,"san juan",-110.088104248047,37.0016136169434,19,966,"utah"
"517","San Juan",-11.0472125017584,"san juan",-110.30583190918,37.0016136169434,19,967,"utah"
"518","San Juan",-11.0472125017584,"san juan",-110.546478271484,36.9958839416504,19,968,"utah"
"519","San Juan",-11.0472125017584,"san juan",-110.683990478516,36.9958839416504,19,969,"utah"
"520","San Juan",-11.0472125017584,"san juan",-110.75846862793,36.9958839416504,19,970,"utah"
"521","Southeast Utah",26.1545966963482,"carbon",-109.984977722168,39.8091087341309,4,113,"utah"
"522","Southeast Utah",26.1545966963482,"carbon",-109.89330291748,39.8148345947266,4,114,"utah"
"523","Southeast Utah",26.1545966963482,"carbon",-109.881843566895,39.8033790588379,4,115,"utah"
"524","Southeast Utah",26.1545966963482,"carbon",-109.899032592773,39.7976493835449,4,116,"utah"
"525","Southeast Utah",26.1545966963482,"carbon",-109.933410644531,39.7976493835449,4,117,"utah"
"526","Southeast Utah",26.1545966963482,"carbon",-109.944869995117,39.780460357666,4,118,"utah"
"527","Southeast Utah",26.1545966963482,"carbon",-109.944869995117,39.7288932800293,4,119,"utah"
"528","Southeast Utah",26.1545966963482,"carbon",-109.956329345703,39.7002449035645,4,120,"utah"
"529","Southeast Utah",26.1545966963482,"carbon",-109.996437072754,39.6887893676758,4,121,"utah"
"530","Southeast Utah",26.1545966963482,"carbon",-109.979248046875,39.6658706665039,4,122,"utah"
"531","Southeast Utah",26.1545966963482,"carbon",-110.030815124512,39.6372184753418,4,123,"utah"
"532","Southeast Utah",26.1545966963482,"carbon",-110.025085449219,39.6142997741699,4,124,"utah"
"533","Southeast Utah",26.1545966963482,"carbon",-110.042274475098,39.5856552124023,4,125,"utah"
"534","Southeast Utah",26.1545966963482,"carbon",-110.036544799805,39.5627365112305,4,126,"utah"
"535","Southeast Utah",26.1545966963482,"carbon",-110.053733825684,39.5398178100586,4,127,"utah"
"536","Southeast Utah",26.1545966963482,"carbon",-110.036544799805,39.5168991088867,4,128,"utah"
"537","Southeast Utah",26.1545966963482,"carbon",-110.030815124512,39.471061706543,4,129,"utah"
"538","Southeast Utah",26.1545966963482,"carbon",-110.168319702148,39.471061706543,4,130,"utah"
"539","Southeast Utah",26.1545966963482,"carbon",-110.529289245605,39.471061706543,4,131,"utah"
"540","Southeast Utah",26.1545966963482,"carbon",-111.073593139648,39.471061706543,4,132,"utah"
"541","Southeast Utah",26.1545966963482,"carbon",-111.096519470215,39.5111694335938,4,133,"utah"
"542","Southeast Utah",26.1545966963482,"carbon",-111.119430541992,39.5283584594727,4,134,"utah"
"543","Southeast Utah",26.1545966963482,"carbon",-111.142356872559,39.6142997741699,4,135,"utah"
"544","Southeast Utah",26.1545966963482,"carbon",-111.165267944336,39.6028442382812,4,136,"utah"
"545","Southeast Utah",26.1545966963482,"carbon",-111.193923950195,39.608570098877,4,137,"utah"
"546","Southeast Utah",26.1545966963482,"carbon",-111.222564697266,39.6773262023926,4,138,"utah"
"547","Southeast Utah",26.1545966963482,"carbon",-111.245483398438,39.7002449035645,4,139,"utah"
"548","Southeast Utah",26.1545966963482,"carbon",-111.245483398438,39.8148345947266,4,140,"utah"
"549","Southeast Utah",26.1545966963482,"carbon",-110.861602783203,39.8148345947266,4,141,"utah"
"550","Southeast Utah",26.1545966963482,"carbon",-109.984977722168,39.8091087341309,4,142,"utah"
"551","Southeast Utah",26.1545966963482,"emery",-111.297050476074,38.5027618408203,8,249,"utah"
"552","Southeast Utah",26.1545966963482,"emery",-111.297050476074,39.0413436889648,8,250,"utah"
"553","Southeast Utah",26.1545966963482,"emery",-111.297050476074,39.155933380127,8,251,"utah"
"554","Southeast Utah",26.1545966963482,"emery",-111.297050476074,39.46533203125,8,252,"utah"
"555","Southeast Utah",26.1545966963482,"emery",-111.25121307373,39.471061706543,8,253,"utah"
"556","Southeast Utah",26.1545966963482,"emery",-111.245483398438,39.7002449035645,8,254,"utah"
"557","Southeast Utah",26.1545966963482,"emery",-111.222564697266,39.6773262023926,8,255,"utah"
"558","Southeast Utah",26.1545966963482,"emery",-111.193923950195,39.608570098877,8,256,"utah"
"559","Southeast Utah",26.1545966963482,"emery",-111.165267944336,39.6028442382812,8,257,"utah"
"560","Southeast Utah",26.1545966963482,"emery",-111.142356872559,39.6142997741699,8,258,"utah"
"561","Southeast Utah",26.1545966963482,"emery",-111.119430541992,39.5283584594727,8,259,"utah"
"562","Southeast Utah",26.1545966963482,"emery",-111.096519470215,39.5111694335938,8,260,"utah"
"563","Southeast Utah",26.1545966963482,"emery",-111.073593139648,39.471061706543,8,261,"utah"
"564","Southeast Utah",26.1545966963482,"emery",-110.529289245605,39.471061706543,8,262,"utah"
"565","Southeast Utah",26.1545966963482,"emery",-110.168319702148,39.471061706543,8,263,"utah"
"566","Southeast Utah",26.1545966963482,"emery",-110.030815124512,39.471061706543,8,264,"utah"
"567","Southeast Utah",26.1545966963482,"emery",-110.030815124512,39.4538726806641,8,265,"utah"
"568","Southeast Utah",26.1545966963482,"emery",-110.025085449219,39.4366874694824,8,266,"utah"
"569","Southeast Utah",26.1545966963482,"emery",-110.019355773926,39.4137687683105,8,267,"utah"
"570","Southeast Utah",26.1545966963482,"emery",-110.025085449219,39.3736610412598,8,268,"utah"
"571","Southeast Utah",26.1545966963482,"emery",-110.025085449219,39.3507423400879,8,269,"utah"
"572","Southeast Utah",26.1545966963482,"emery",-110.042274475098,39.3450126647949,8,270,"utah"
"573","Southeast Utah",26.1545966963482,"emery",-110.059463500977,39.3450126647949,8,271,"utah"
"574","Southeast Utah",26.1545966963482,"emery",-110.070922851562,39.333553314209,8,272,"utah"
"575","Southeast Utah",26.1545966963482,"emery",-110.076652526855,39.327823638916,8,273,"utah"
"576","Southeast Utah",26.1545966963482,"emery",-110.06519317627,39.3163642883301,8,274,"utah"
"577","Southeast Utah",26.1545966963482,"emery",-110.076652526855,39.3049049377441,8,275,"utah"
"578","Southeast Utah",26.1545966963482,"emery",-110.076652526855,39.2934455871582,8,276,"utah"
"579","Southeast Utah",26.1545966963482,"emery",-110.048004150391,39.2647972106934,8,277,"utah"
"580","Southeast Utah",26.1545966963482,"emery",-110.053733825684,39.2647972106934,8,278,"utah"
"581","Southeast Utah",26.1545966963482,"emery",-110.070922851562,39.2590675354004,8,279,"utah"
"582","Southeast Utah",26.1545966963482,"emery",-110.076652526855,39.2590675354004,8,280,"utah"
"583","Southeast Utah",26.1545966963482,"emery",-110.070922851562,39.2533378601074,8,281,"utah"
"584","Southeast Utah",26.1545966963482,"emery",-110.059463500977,39.2361526489258,8,282,"utah"
"585","Southeast Utah",26.1545966963482,"emery",-110.070922851562,39.2246894836426,8,283,"utah"
"586","Southeast Utah",26.1545966963482,"emery",-110.099571228027,39.2189598083496,8,284,"utah"
"587","Southeast Utah",26.1545966963482,"emery",-110.10530090332,39.2075004577637,8,285,"utah"
"588","Southeast Utah",26.1545966963482,"emery",-110.099571228027,39.1960411071777,8,286,"utah"
"589","Southeast Utah",26.1545966963482,"emery",-110.10530090332,39.190315246582,8,287,"utah"
"590","Southeast Utah",26.1545966963482,"emery",-110.116760253906,39.1788520812988,8,288,"utah"
"591","Southeast Utah",26.1545966963482,"emery",-110.111030578613,39.155933380127,8,289,"utah"
"592","Southeast Utah",26.1545966963482,"emery",-110.116760253906,39.138744354248,8,290,"utah"
"593","Southeast Utah",26.1545966963482,"emery",-110.111030578613,39.1215591430664,8,291,"utah"
"594","Southeast Utah",26.1545966963482,"emery",-110.116760253906,39.1100997924805,8,292,"utah"
"595","Southeast Utah",26.1545966963482,"emery",-110.133941650391,39.0929069519043,8,293,"utah"
"596","Southeast Utah",26.1545966963482,"emery",-110.139678955078,39.0814514160156,8,294,"utah"
"597","Southeast Utah",26.1545966963482,"emery",-110.139678955078,39.0585327148438,8,295,"utah"
"598","Southeast Utah",26.1545966963482,"emery",-110.156867980957,39.018424987793,8,296,"utah"
"599","Southeast Utah",26.1545966963482,"emery",-110.151138305664,38.9955062866211,8,297,"utah"
