"Date","jurisdiction","Daily Case Rate / 100,000","Seven-day Average Case Rate"
2020-04-28,"TriCounty",0,0.5
2020-04-28,"Utah County",5.3,7.3
2020-04-28,"Wasatch County",17.6,10.1
2020-04-28,"Weber-Morgan",0.7,0.9
2020-04-29,"Bear River",0,0.3
2020-04-29,"Central Utah",1.2,0.3
2020-04-29,"Davis County",0.6,1.2
2020-04-29,"Salt Lake County",7.4,6.6
2020-04-29,"San Juan",6.5,8.4
2020-04-29,"Southeast Utah",0,0.7
2020-04-29,"Southwest Utah",2,1.2
2020-04-29,"Summit County",21.4,9.5
2020-04-29,"Tooele County",2.8,3.6
2020-04-29,"TriCounty",1.8,0.8
2020-04-29,"Utah County",9.4,7.8
2020-04-29,"Wasatch County",2.9,8.8
2020-04-29,"Weber-Morgan",2.6,1.1
2020-04-30,"Bear River",0.5,0.3
2020-04-30,"Central Utah",0,0.3
2020-04-30,"Davis County",2.3,1.5
2020-04-30,"Salt Lake County",7.8,6.9
2020-04-30,"San Juan",6.5,9.3
2020-04-30,"Southeast Utah",2.5,0.7
2020-04-30,"Southwest Utah",1.2,1.1
2020-04-30,"Summit County",7.1,7.1
2020-04-30,"Tooele County",2.8,3.8
2020-04-30,"TriCounty",0,0.8
2020-04-30,"Utah County",5.7,7.2
2020-04-30,"Wasatch County",17.6,9.6
2020-04-30,"Weber-Morgan",1.5,1
2020-05-01,"Bear River",0,0.2
2020-05-01,"Central Utah",0,0.3
2020-05-01,"Davis County",0.8,1.1
2020-05-01,"Salt Lake County",7,6.8
2020-05-01,"San Juan",209,36.4
2020-05-01,"Southeast Utah",0,0.7
2020-05-01,"Southwest Utah",0.4,1.1
2020-05-01,"Summit County",4.7,6.4
2020-05-01,"Tooele County",2.8,3.4
2020-05-01,"TriCounty",0,0.5
2020-05-01,"Utah County",4.7,6.5
2020-05-01,"Wasatch County",5.9,10.1
2020-05-01,"Weber-Morgan",1.5,1.2
2020-05-02,"Bear River",0.5,0.2
2020-05-02,"Central Utah",1.2,0.3
2020-05-02,"Davis County",0.8,0.9
2020-05-02,"Salt Lake County",8.4,6.8
2020-05-02,"San Juan",137.2,53.2
2020-05-02,"Southeast Utah",0,0.7
2020-05-02,"Southwest Utah",3.2,1.3
2020-05-02,"Summit County",2.4,6.1
2020-05-02,"Tooele County",1.4,2.8
2020-05-02,"TriCounty",0,0.5
2020-05-02,"Utah County",7.7,6.4
2020-05-02,"Wasatch County",8.8,9.2
2020-05-02,"Weber-Morgan",0.4,1.1
2020-05-03,"Bear River",0,0.2
2020-05-03,"Central Utah",1.2,0.5
2020-05-03,"Davis County",0,0.9
2020-05-03,"Salt Lake County",4.8,7
2020-05-03,"San Juan",104.5,66.3
2020-05-03,"Southeast Utah",0,0.7
2020-05-03,"Southwest Utah",2.4,1.5
2020-05-03,"Summit County",0,5.8
2020-05-03,"Tooele County",1.4,2.8
2020-05-03,"TriCounty",0,0.3
2020-05-03,"Utah County",7.4,6.3
2020-05-03,"Wasatch County",17.6,10.9
2020-05-03,"Weber-Morgan",0,1
2020-05-04,"Bear River",0,0.2
2020-05-04,"Central Utah",0,0.5
2020-05-04,"Davis County",0.8,1
2020-05-04,"Salt Lake County",5.3,7
2020-05-04,"San Juan",19.6,69.1
2020-05-04,"Southeast Utah",2.5,1.1
2020-05-04,"Southwest Utah",1.2,1.6
2020-05-04,"Summit County",9.5,6.8
2020-05-04,"Tooele County",0,2.4
2020-05-04,"TriCounty",0,0.3
2020-05-04,"Utah County",7.2,6.8
2020-05-04,"Wasatch County",2.9,10.5
2020-05-04,"Weber-Morgan",2.2,1.3
2020-05-05,"Bear River",1.1,0.3
2020-05-05,"Central Utah",1.2,0.7
2020-05-05,"Davis County",1.7,1
2020-05-05,"Salt Lake County",7.6,6.9
2020-05-05,"San Juan",45.7,75.6
2020-05-05,"Southeast Utah",0,0.7
2020-05-05,"Southwest Utah",2.4,1.8
2020-05-05,"Summit County",2.4,6.8
2020-05-05,"Tooele County",0,1.6
2020-05-05,"TriCounty",0,0.3
2020-05-05,"Utah County",6.3,6.9
2020-05-05,"Wasatch County",11.7,9.6
2020-05-05,"Weber-Morgan",0,1.2
2020-05-06,"Bear River",0,0.3
2020-05-06,"Central Utah",1.2,0.7
2020-05-06,"Davis County",2,1.2
2020-05-06,"Salt Lake County",8,7
2020-05-06,"San Juan",45.7,81.2
2020-05-06,"Southeast Utah",0,0.7
2020-05-06,"Southwest Utah",1.6,1.8
2020-05-06,"Summit County",0,3.7
2020-05-06,"Tooele County",1.4,1.4
2020-05-06,"TriCounty",0,0
2020-05-06,"Utah County",1.9,5.8
2020-05-06,"Wasatch County",8.8,10.5
2020-05-06,"Weber-Morgan",0,0.8
2020-05-07,"Bear River",1.1,0.4
2020-05-07,"Central Utah",0,0.7
2020-05-07,"Davis County",1.1,1
2020-05-07,"Salt Lake County",8.3,7.1
2020-05-07,"San Juan",26.1,84
2020-05-07,"Southeast Utah",0,0.4
2020-05-07,"Southwest Utah",2,1.9
2020-05-07,"Summit County",0,2.7
2020-05-07,"Tooele County",2.8,1.4
2020-05-07,"TriCounty",0,0
2020-05-07,"Utah County",10.7,6.6
2020-05-07,"Wasatch County",5.9,8.8
2020-05-07,"Weber-Morgan",4,1.2
2020-05-08,"Bear River",2.7,0.8
2020-05-08,"Central Utah",0,0.7
2020-05-08,"Davis County",2,1.2
2020-05-08,"Salt Lake County",8.6,7.3
2020-05-08,"San Juan",71.9,64.4
2020-05-08,"Southeast Utah",0,0.4
2020-05-08,"Southwest Utah",7.1,2.8
2020-05-08,"Summit County",2.4,2.4
2020-05-08,"Tooele County",5.5,1.8
2020-05-08,"TriCounty",3.5,0.5
2020-05-08,"Utah County",4.9,6.6
2020-05-08,"Wasatch County",5.9,8.8
2020-05-08,"Weber-Morgan",1.5,1.2
2020-05-09,"Bear River",3.2,1.1
2020-05-09,"Central Utah",1.2,0.7
2020-05-09,"Davis County",2.8,1.5
2020-05-09,"Salt Lake County",7.2,7.1
2020-05-09,"San Juan",32.7,49.5
2020-05-09,"Southeast Utah",0,0.4
2020-05-09,"Southwest Utah",3.6,2.9
2020-05-09,"Summit County",0,2
2020-05-09,"Tooele County",2.8,2
2020-05-09,"TriCounty",0,0.5
2020-05-09,"Utah County",4.2,6.1
2020-05-09,"Wasatch County",2.9,8
2020-05-09,"Weber-Morgan",2.2,1.4
2020-05-10,"Bear River",1.6,1.4
2020-05-10,"Central Utah",0,0.5
2020-05-10,"Davis County",0.6,1.6
2020-05-10,"Salt Lake County",6.5,7.4
2020-05-10,"San Juan",13.1,36.4
2020-05-10,"Southeast Utah",0,0.4
2020-05-10,"Southwest Utah",2,2.8
2020-05-10,"Summit County",2.4,2.4
2020-05-10,"Tooele County",0,1.8
2020-05-10,"TriCounty",0,0.5
2020-05-10,"Utah County",2.2,5.3
2020-05-10,"Wasatch County",17.6,8
2020-05-10,"Weber-Morgan",2.9,1.8
2020-05-11,"Bear River",0,1.4
2020-05-11,"Central Utah",0,0.5
2020-05-11,"Davis County",0.6,1.5
2020-05-11,"Salt Lake County",4.1,7.2
2020-05-11,"San Juan",13.1,35.5
2020-05-11,"Southeast Utah",0,0
2020-05-11,"Southwest Utah",0,2.7
2020-05-11,"Summit County",9.5,2.4
2020-05-11,"Tooele County",1.4,2
2020-05-11,"TriCounty",0,0.5
2020-05-11,"Utah County",1.1,4.5
2020-05-11,"Wasatch County",2.9,8
2020-05-11,"Weber-Morgan",2.9,1.9
2020-05-12,"Bear River",1.6,1.5
2020-05-12,"Central Utah",1.2,0.5
2020-05-12,"Davis County",1.1,1.4
2020-05-12,"Salt Lake County",10.3,7.6
2020-05-12,"San Juan",0,28.9
2020-05-12,"Southeast Utah",0,0
2020-05-12,"Southwest Utah",5.2,3.1
2020-05-12,"Summit County",7.1,3.1
2020-05-12,"Tooele County",6.9,3
2020-05-12,"TriCounty",0,0.5
2020-05-12,"Utah County",5,4.3
2020-05-12,"Wasatch County",2.9,6.7
2020-05-12,"Weber-Morgan",0.4,2
2020-05-13,"Bear River",0,1.5
2020-05-13,"Central Utah",0,0.3
2020-05-13,"Davis County",1.4,1.4
2020-05-13,"Salt Lake County",6,7.3
2020-05-13,"San Juan",19.6,25.2
2020-05-13,"Southeast Utah",0,0
2020-05-13,"Southwest Utah",2.8,3.2
2020-05-13,"Summit County",0,3.1
2020-05-13,"Tooele County",1.4,3
2020-05-13,"TriCounty",0,0.5
2020-05-13,"Utah County",5.7,4.8
2020-05-13,"Wasatch County",11.7,7.1
2020-05-13,"Weber-Morgan",1.1,2.2
2020-05-14,"Bear River",0.5,1.4
2020-05-14,"Central Utah",0,0.3
2020-05-14,"Davis County",1.4,1.4
2020-05-14,"Salt Lake County",8.9,7.4
2020-05-14,"San Juan",26.1,25.2
2020-05-14,"Southeast Utah",2.5,0.4
2020-05-14,"Southwest Utah",5.6,3.7
2020-05-14,"Summit County",9.5,4.4
2020-05-14,"Tooele County",2.8,3
2020-05-14,"TriCounty",0,0.5
2020-05-14,"Utah County",3.1,3.7
2020-05-14,"Wasatch County",23.5,9.6
2020-05-14,"Weber-Morgan",0.7,1.7
2020-05-15,"Bear River",1.6,1.2
2020-05-15,"Central Utah",0,0.3
2020-05-15,"Davis County",2.5,1.5
2020-05-15,"Salt Lake County",6.5,7.1
2020-05-15,"San Juan",124.1,32.7
2020-05-15,"Southeast Utah",0,0.4
2020-05-15,"Southwest Utah",4,3.3
2020-05-15,"Summit County",7.1,5.1
2020-05-15,"Tooele County",9.7,3.6
2020-05-15,"TriCounty",1.8,0.3
2020-05-15,"Utah County",2.4,3.4
2020-05-15,"Wasatch County",8.8,10.1
2020-05-15,"Weber-Morgan",2.6,1.8
2020-05-16,"Bear River",0.5,0.8
2020-05-16,"Central Utah",0,0.2
2020-05-16,"Davis County",1.4,1.3
2020-05-16,"Salt Lake County",8.3,7.2
2020-05-16,"San Juan",163.3,51.3
2020-05-16,"Southeast Utah",0,0.4
2020-05-16,"Southwest Utah",4,3.3
2020-05-16,"Summit County",2.4,5.4
2020-05-16,"Tooele County",0,3.2
2020-05-16,"TriCounty",0,0.3
2020-05-16,"Utah County",4.4,3.4
2020-05-16,"Wasatch County",8.8,10.9
2020-05-16,"Weber-Morgan",1.1,1.7
2020-05-17,"Bear River",0.5,0.7
2020-05-17,"Central Utah",0,0.2
2020-05-17,"Davis County",0.6,1.3
2020-05-17,"Salt Lake County",5,7
2020-05-17,"San Juan",202.5,78.4
2020-05-17,"Southeast Utah",2.5,0.7
2020-05-17,"Southwest Utah",7.9,4.2
2020-05-17,"Summit County",0,5.1
2020-05-17,"Tooele County",2.8,3.6
2020-05-17,"TriCounty",3.5,0.8
2020-05-17,"Utah County",3.6,3.6
2020-05-17,"Wasatch County",2.9,8.8
2020-05-17,"Weber-Morgan",2.6,1.6
2020-05-18,"Bear River",0,0.7
2020-05-18,"Central Utah",0,0.2
2020-05-18,"Davis County",0.6,1.3
2020-05-18,"Salt Lake County",6.9,7.4
2020-05-18,"San Juan",65.3,85.9
2020-05-18,"Southeast Utah",2.5,1.1
2020-05-18,"Southwest Utah",2.8,4.6
2020-05-18,"Summit County",7.1,4.7
2020-05-18,"Tooele County",11.1,4.9
2020-05-18,"TriCounty",0,0.8
2020-05-18,"Utah County",2.7,3.8
2020-05-18,"Wasatch County",23.5,11.7
2020-05-18,"Weber-Morgan",0.4,1.3
2020-05-19,"Bear River",2.1,0.8
2020-05-19,"Central Utah",1.2,0.2
2020-05-19,"Davis County",3.7,1.6
2020-05-19,"Salt Lake County",9.5,7.3
2020-05-19,"San Juan",52.3,93.3
2020-05-19,"Southeast Utah",0,1.1
2020-05-19,"Southwest Utah",6,4.7
2020-05-19,"Summit County",0,3.7
2020-05-19,"Tooele County",1.4,4.2
2020-05-19,"TriCounty",0,0.8
2020-05-19,"Utah County",5.2,3.9
2020-05-19,"Wasatch County",17.6,13.8
2020-05-19,"Weber-Morgan",2.9,1.6
2020-05-20,"Bear River",2.1,1.1
2020-05-20,"Central Utah",1.2,0.3
2020-05-20,"Davis County",2.8,1.8
2020-05-20,"Salt Lake County",7.9,7.6
2020-05-20,"San Juan",26.1,94.3
2020-05-20,"Southeast Utah",2.5,1.4
2020-05-20,"Southwest Utah",4.8,5
2020-05-20,"Summit County",2.4,4.1
2020-05-20,"Tooele County",0,4
2020-05-20,"TriCounty",0,0.8
2020-05-20,"Utah County",3.5,3.5
2020-05-20,"Wasatch County",11.7,13.8
2020-05-20,"Weber-Morgan",3.3,1.9
2020-05-21,"Bear River",0.5,1.1
2020-05-21,"Central Utah",2.4,0.7
2020-05-21,"Davis County",1.7,1.9
2020-05-21,"Salt Lake County",8.7,7.5
2020-05-21,"San Juan",26.1,94.3
2020-05-21,"Southeast Utah",2.5,1.4
2020-05-21,"Southwest Utah",4,4.8
2020-05-21,"Summit County",0,2.7
2020-05-21,"Tooele County",5.5,4.3
2020-05-21,"TriCounty",1.8,1
2020-05-21,"Utah County",9,4.4
2020-05-21,"Wasatch County",17.6,13
2020-05-21,"Weber-Morgan",0.4,1.9
2020-05-22,"Bear River",2.1,1.1
2020-05-22,"Central Utah",0,0.7
2020-05-22,"Davis County",1.4,1.7
2020-05-22,"Salt Lake County",10.4,8.1
2020-05-22,"San Juan",26.1,80.3
2020-05-22,"Southeast Utah",2.5,1.8
2020-05-22,"Southwest Utah",5.2,4.9
2020-05-22,"Summit County",0,1.7
2020-05-22,"Tooele County",6.9,4
2020-05-22,"TriCounty",0,0.8
2020-05-22,"Utah County",3.8,4.6
2020-05-22,"Wasatch County",5.9,12.6
2020-05-22,"Weber-Morgan",1.5,1.7
2020-05-23,"Bear River",0.5,1.1
2020-05-23,"Central Utah",0,0.7
2020-05-23,"Davis County",1.7,1.8
2020-05-23,"Salt Lake County",6.5,7.8
2020-05-23,"San Juan",52.3,64.4
2020-05-23,"Southeast Utah",5,2.5
2020-05-23,"Southwest Utah",4.4,5
2020-05-23,"Summit County",2.4,1.7
2020-05-23,"Tooele County",2.8,4.3
2020-05-23,"TriCounty",0,0.8
2020-05-23,"Utah County",4.1,4.5
2020-05-23,"Wasatch County",11.7,13
2020-05-23,"Weber-Morgan",1.5,1.8
2020-05-24,"Bear River",0,1.1
2020-05-24,"Central Utah",0,0.7
2020-05-24,"Davis County",1.1,1.8
2020-05-24,"Salt Lake County",5.6,7.9
2020-05-24,"San Juan",26.1,39.2
2020-05-24,"Southeast Utah",2.5,2.5
2020-05-24,"Southwest Utah",7.5,4.9
2020-05-24,"Summit County",2.4,2
2020-05-24,"Tooele County",0,4
2020-05-24,"TriCounty",0,0.3
2020-05-24,"Utah County",3.5,4.5
2020-05-24,"Wasatch County",17.6,15.1
2020-05-24,"Weber-Morgan",3.3,1.9
2020-05-25,"Bear River",1.1,1.2
2020-05-25,"Central Utah",0,0.7
2020-05-25,"Davis County",0.8,1.9
2020-05-25,"Salt Lake County",4.3,7.6
2020-05-25,"San Juan",26.1,33.6
2020-05-25,"Southeast Utah",0,2.1
2020-05-25,"Southwest Utah",2.4,4.9
2020-05-25,"Summit County",0,1
2020-05-25,"Tooele County",0,2.4
2020-05-25,"TriCounty",0,0.3
2020-05-25,"Utah County",3.1,4.6
2020-05-25,"Wasatch County",17.6,14.2
2020-05-25,"Weber-Morgan",1.5,2
2020-05-26,"Bear River",3.2,1.4
2020-05-26,"Central Utah",0,0.5
2020-05-26,"Davis County",1.1,1.5
2020-05-26,"Salt Lake County",4.1,6.8
2020-05-26,"San Juan",0,26.1
2020-05-26,"Southeast Utah",5,2.8
2020-05-26,"Southwest Utah",2,4.3
2020-05-26,"Summit County",4.7,1.7
2020-05-26,"Tooele County",1.4,2.4
2020-05-26,"TriCounty",0,0.3
2020-05-26,"Utah County",1.7,4.1
2020-05-26,"Wasatch County",14.7,13.8
2020-05-26,"Weber-Morgan",0.4,1.7
2020-05-27,"Bear River",2.7,1.5
2020-05-27,"Central Utah",1.2,0.5
2020-05-27,"Davis County",2.8,1.5
2020-05-27,"Salt Lake County",12.8,7.5
2020-05-27,"San Juan",65.3,31.7
2020-05-27,"Southeast Utah",0,2.5
2020-05-27,"Southwest Utah",9.9,5
2020-05-27,"Summit County",2.4,1.7
2020-05-27,"Tooele County",9.7,3.8
2020-05-27,"TriCounty",0,0.3
2020-05-27,"Utah County",4.1,4.2
2020-05-27,"Wasatch County",2.9,12.6
2020-05-27,"Weber-Morgan",1.1,1.4
2020-05-28,"Bear River",22.5,4.6
2020-05-28,"Central Utah",4.9,0.9
2020-05-28,"Davis County",4.2,1.9
2020-05-28,"Salt Lake County",14.6,8.3
2020-05-28,"San Juan",19.6,30.8
2020-05-28,"Southeast Utah",0,2.1
2020-05-28,"Southwest Utah",10.3,6
2020-05-28,"Summit County",9.5,3.1
2020-05-28,"Tooele County",4.2,3.6
2020-05-28,"TriCounty",0,0
2020-05-28,"Utah County",7.7,4
2020-05-28,"Wasatch County",20.5,13
2020-05-28,"Weber-Morgan",3.7,1.8
2020-05-29,"Bear River",18.7,7
2020-05-29,"Central Utah",0,0.9
2020-05-29,"Davis County",3.1,2.1
2020-05-29,"Salt Lake County",10.8,8.4
2020-05-29,"San Juan",32.7,31.7
2020-05-29,"Southeast Utah",2.5,2.1
2020-05-29,"Southwest Utah",14.7,7.3
2020-05-29,"Summit County",0,3.1
2020-05-29,"Tooele County",5.5,3.4
2020-05-29,"TriCounty",3.5,0.5
2020-05-29,"Utah County",7.1,4.5
2020-05-29,"Wasatch County",17.6,14.7
2020-05-29,"Weber-Morgan",2.2,1.9
2020-05-30,"Bear River",16.1,9.2
2020-05-30,"Central Utah",0,0.9
2020-05-30,"Davis County",2.3,2.2
2020-05-30,"Salt Lake County",10.3,8.9
2020-05-30,"San Juan",84.9,36.4
2020-05-30,"Southeast Utah",0,1.4
2020-05-30,"Southwest Utah",7.5,7.8
2020-05-30,"Summit County",7.1,3.7
2020-05-30,"Tooele County",2.8,3.4
2020-05-30,"TriCounty",0,0.5
2020-05-30,"Utah County",9.6,5.3
2020-05-30,"Wasatch County",29.3,17.2
2020-05-30,"Weber-Morgan",2.2,2
2020-05-31,"Bear River",16.6,11.5
2020-05-31,"Central Utah",1.2,1
2020-05-31,"Davis County",2,2.3
2020-05-31,"Salt Lake County",8.5,9.4
2020-05-31,"San Juan",13.1,34.5
2020-05-31,"Southeast Utah",0,1.1
2020-05-31,"Southwest Utah",5.6,7.5
2020-05-31,"Summit County",0,3.4
2020-05-31,"Tooele County",2.8,3.8
2020-05-31,"TriCounty",0,0.5
2020-05-31,"Utah County",5.7,5.6
2020-05-31,"Wasatch County",32.3,19.3
2020-05-31,"Weber-Morgan",1.5,1.8
2020-06-01,"Bear River",10.7,12.9
2020-06-01,"Central Utah",0,1
2020-06-01,"Davis County",1.1,2.4
2020-06-01,"Salt Lake County",9.6,10.1
2020-06-01,"San Juan",39.2,36.4
2020-06-01,"Southeast Utah",5,1.8
2020-06-01,"Southwest Utah",9.5,8.5
2020-06-01,"Summit County",2.4,3.7
2020-06-01,"Tooele County",4.2,4.3
2020-06-01,"TriCounty",0,0.5
2020-06-01,"Utah County",3.8,5.7
2020-06-01,"Wasatch County",5.9,17.6
2020-06-01,"Weber-Morgan",1.8,1.8
2020-06-02,"Bear River",19.8,15.3
2020-06-02,"Central Utah",0,1
2020-06-02,"Davis County",4.2,2.8
2020-06-02,"Salt Lake County",13.1,11.4
2020-06-02,"San Juan",0,36.4
2020-06-02,"Southeast Utah",0,1.1
2020-06-02,"Southwest Utah",8.7,9.5
2020-06-02,"Summit County",2.4,3.4
2020-06-02,"Tooele County",1.4,4.3
2020-06-02,"TriCounty",0,0.5
2020-06-02,"Utah County",5,6.1
2020-06-02,"Wasatch County",41.1,21.4
2020-06-02,"Weber-Morgan",2.6,2.2
2020-06-03,"Bear River",15,17.1
2020-06-03,"Central Utah",0,0.9
2020-06-03,"Davis County",4.5,3.1
2020-06-03,"Salt Lake County",12.8,11.4
2020-06-03,"San Juan",19.6,29.9
2020-06-03,"Southeast Utah",0,1.1
2020-06-03,"Southwest Utah",9.9,9.5
2020-06-03,"Summit County",4.7,3.7
2020-06-03,"Tooele County",6.9,4
2020-06-03,"TriCounty",0,0.5
2020-06-03,"Utah County",9.4,6.9
2020-06-03,"Wasatch County",29.3,25.1
2020-06-03,"Weber-Morgan",5.1,2.7
2020-06-04,"Bear River",82.4,25.6
2020-06-04,"Central Utah",3.7,0.7
2020-06-04,"Davis County",3.7,3
2020-06-04,"Salt Lake County",12.8,11.1
2020-06-04,"San Juan",32.7,31.7
2020-06-04,"Southeast Utah",5,1.8
2020-06-04,"Southwest Utah",11.9,9.7
2020-06-04,"Summit County",7.1,3.4
2020-06-04,"Tooele County",4.2,4
2020-06-04,"TriCounty",0,0.5
2020-06-04,"Utah County",9.4,7.1
2020-06-04,"Wasatch County",11.7,23.9
2020-06-04,"Weber-Morgan",8.1,3.4
2020-06-05,"Bear River",115.1,39.4
2020-06-05,"Central Utah",3.7,1.2
2020-06-05,"Davis County",5.3,3.3
2020-06-05,"Salt Lake County",15.7,11.8
2020-06-05,"San Juan",84.9,39.2
2020-06-05,"Southeast Utah",0,1.4
2020-06-05,"Southwest Utah",11.5,9.2
2020-06-05,"Summit County",9.5,4.7
2020-06-05,"Tooele County",1.4,3.4
2020-06-05,"TriCounty",0,0
2020-06-05,"Utah County",7.2,7.2
2020-06-05,"Wasatch County",26.4,25.1
2020-06-05,"Weber-Morgan",9.2,4.4
2020-06-06,"Bear River",13.9,39.1
2020-06-06,"Central Utah",2.4,1.6
2020-06-06,"Davis County",3.1,3.4
2020-06-06,"Salt Lake County",8,11.5
2020-06-06,"San Juan",0,27.1
2020-06-06,"Southeast Utah",0,1.4
2020-06-06,"Southwest Utah",13.1,10
2020-06-06,"Summit County",21.4,6.8
2020-06-06,"Tooele County",2.8,3.4
2020-06-06,"TriCounty",1.8,0.3
2020-06-06,"Utah County",12.7,7.6
2020-06-06,"Wasatch County",23.5,24.3
2020-06-06,"Weber-Morgan",4.4,4.7
2020-06-07,"Bear River",21.9,39.8
2020-06-07,"Central Utah",1.2,1.6
2020-06-07,"Davis County",4.5,3.8
2020-06-07,"Salt Lake County",11.6,12
2020-06-07,"San Juan",0,25.2
2020-06-07,"Southeast Utah",0,1.4
2020-06-07,"Southwest Utah",7.9,10.4
2020-06-07,"Summit County",7.1,7.8
2020-06-07,"Tooele County",2.8,3.4
2020-06-07,"TriCounty",1.8,0.5
2020-06-07,"Utah County",8.2,8
2020-06-07,"Wasatch County",2.9,20.1
2020-06-07,"Weber-Morgan",4,5
2020-06-08,"Bear River",12.8,40.1
2020-06-08,"Central Utah",0,1.6
2020-06-08,"Davis County",3.4,4.1
2020-06-08,"Salt Lake County",9.1,11.9
2020-06-08,"San Juan",26.1,23.3
2020-06-08,"Southeast Utah",0,0.7
2020-06-08,"Southwest Utah",7.1,10
2020-06-08,"Summit County",2.4,7.8
2020-06-08,"Tooele County",4.2,3.4
2020-06-08,"TriCounty",0,0.5
2020-06-08,"Utah County",2.7,7.8
2020-06-08,"Wasatch County",5.9,20.1
2020-06-08,"Weber-Morgan",3.3,5.2
2020-06-09,"Bear River",20.9,40.3
2020-06-09,"Central Utah",2.4,1.9
2020-06-09,"Davis County",3.7,4
2020-06-09,"Salt Lake County",15.1,12.2
2020-06-09,"San Juan",13.1,25.2
2020-06-09,"Southeast Utah",0,0.7
2020-06-09,"Southwest Utah",10.7,10.3
2020-06-09,"Summit County",7.1,8.5
2020-06-09,"Tooele County",0,3.2
2020-06-09,"TriCounty",1.8,0.8
2020-06-09,"Utah County",6.4,8
2020-06-09,"Wasatch County",2.9,14.7
2020-06-09,"Weber-Morgan",2.6,5.2
2020-06-10,"Bear River",18.7,40.8
2020-06-10,"Central Utah",3.7,2.4
2020-06-10,"Davis County",6.2,4.3
2020-06-10,"Salt Lake County",15.9,12.6
2020-06-10,"San Juan",45.7,28.9
2020-06-10,"Southeast Utah",0,0.7
2020-06-10,"Southwest Utah",14.7,11
2020-06-10,"Summit County",0,7.8
2020-06-10,"Tooele County",1.4,2.4
2020-06-10,"TriCounty",7.1,1.8
2020-06-10,"Utah County",10.2,8.1
2020-06-10,"Wasatch County",11.7,12.2
2020-06-10,"Weber-Morgan",3.7,5
2020-06-11,"Bear River",28.4,33.1
2020-06-11,"Central Utah",8.5,3.1
2020-06-11,"Davis County",3.4,4.2
2020-06-11,"Salt Lake County",14.8,12.9
2020-06-11,"San Juan",39.2,29.9
2020-06-11,"Southeast Utah",0,0
2020-06-11,"Southwest Utah",7.5,10.4
2020-06-11,"Summit County",0,6.8
2020-06-11,"Tooele County",5.5,2.6
2020-06-11,"TriCounty",0,1.8
2020-06-11,"Utah County",7.1,7.8
2020-06-11,"Wasatch County",2.9,10.9
2020-06-11,"Weber-Morgan",6.2,4.8
2020-06-12,"Bear River",14.5,18.7
2020-06-12,"Central Utah",12.2,4.4
2020-06-12,"Davis County",4.5,4.1
2020-06-12,"Salt Lake County",18.2,13.2
2020-06-12,"San Juan",6.5,18.7
2020-06-12,"Southeast Utah",2.5,0.4
2020-06-12,"Southwest Utah",16.3,11.1
2020-06-12,"Summit County",4.7,6.1
2020-06-12,"Tooele County",6.9,3.4
2020-06-12,"TriCounty",3.5,2.3
2020-06-12,"Utah County",9,8
2020-06-12,"Wasatch County",2.9,7.5
2020-06-12,"Weber-Morgan",10.3,4.9
2020-06-13,"Bear River",12.8,18.6
2020-06-13,"Central Utah",4.9,4.7
2020-06-13,"Davis County",5.3,4.4
2020-06-13,"Salt Lake County",14,14.1
2020-06-13,"San Juan",39.2,24.3
2020-06-13,"Southeast Utah",0,0.4
2020-06-13,"Southwest Utah",9.9,10.6
2020-06-13,"Summit County",4.7,3.7
2020-06-13,"Tooele County",4.2,3.6
2020-06-13,"TriCounty",1.8,2.3
2020-06-13,"Utah County",9,7.5
2020-06-13,"Wasatch County",20.5,7.1
2020-06-13,"Weber-Morgan",11,5.9
2020-06-14,"Bear River",18.2,18
2020-06-14,"Central Utah",2.4,4.9
2020-06-14,"Davis County",3.4,4.3
2020-06-14,"Salt Lake County",14.4,14.5
2020-06-14,"San Juan",39.2,29.9
2020-06-14,"Southeast Utah",0,0.4
2020-06-14,"Southwest Utah",8.3,10.7
2020-06-14,"Summit County",0,2.7
2020-06-14,"Tooele County",8.3,4.3
2020-06-14,"TriCounty",0,2
2020-06-14,"Utah County",7.2,7.4
2020-06-14,"Wasatch County",2.9,7.1
2020-06-14,"Weber-Morgan",2.9,5.7
2020-06-15,"Bear River",13.9,18.2
2020-06-15,"Central Utah",2.4,5.2
2020-06-15,"Davis County",4.5,4.4
2020-06-15,"Salt Lake County",12.3,14.9
2020-06-15,"San Juan",13.1,28
2020-06-15,"Southeast Utah",0,0.4
2020-06-15,"Southwest Utah",11.5,11.3
2020-06-15,"Summit County",2.4,2.7
2020-06-15,"Tooele County",9.7,5.1
2020-06-15,"TriCounty",1.8,2.3
2020-06-15,"Utah County",9.7,8.4
2020-06-15,"Wasatch County",14.7,8.4
2020-06-15,"Weber-Morgan",8.8,6.5
2020-06-16,"Bear River",28.4,19.3
2020-06-16,"Central Utah",2.4,5.2
2020-06-16,"Davis County",7.3,4.9
2020-06-16,"Salt Lake County",19,15.5
2020-06-16,"San Juan",13.1,28
2020-06-16,"Southeast Utah",0,0.4
2020-06-16,"Southwest Utah",13.1,11.6
2020-06-16,"Summit County",7.1,2.7
2020-06-16,"Tooele County",1.4,5.3
2020-06-16,"TriCounty",3.5,2.5
2020-06-16,"Utah County",9.1,8.8
2020-06-16,"Wasatch County",17.6,10.5
2020-06-16,"Weber-Morgan",5.5,6.9
2020-06-17,"Bear River",15.5,18.8
2020-06-17,"Central Utah",1.2,4.9
2020-06-17,"Davis County",5.9,4.9
